ID,Published,Facebook Page Name,Post,Link,Facebook Media Type,Total Interactions,Facebook Reactions,Facebook Shares,Facebook Comments
115,2024-08-17 01:38:46,Wapa.pe,¿Qué pasó? Plaza Vea anuncia CIERRE de sus tiendas a nivel nacional este día,https://www.facebook.com/351870171497926/posts/940633511441694,Status,990,746,52,192
116,2024-08-17 20:26:30,Piura TV Canal,PLAZA VEA SEÑALÓ QUE CERRARÁ SUS TIENDAS   Montivos por la cual plaza vea cerrara sus puertas es la siguiente:Por asuntos internos del cual no dio mas detalles y pidió a sus clientes que los pedidos ya realizados lo pueden recoger con anticipación a la fecha.,https://www.facebook.com/115885609030475/posts/1411349469811677,Photo,325,224,71,30
117,2024-08-18 13:33:58,Wapa.pe,¿Por qué PLAZA VEA CERRARÁ todas sus tiendas a nivel nacional? Supermercado revela fecha IRREVOCABLE,https://www.facebook.com/351870171497926/posts/941797144658664,Status,212,163,11,38
118,2024-08-19 14:45:13,Latina Noticias,La razón por la que Plaza Vea cerrará sus tiendas a nivel nacional,https://www.facebook.com/184116604950729/posts/962168399277771,Status,3248,2487,100,661
119,2024-08-19 23:32:35,Sindicato De Trabajadores De Hipermercados Tottus PERU,"Nuestro Secretario General Melchor Burga junto a  dirigentes de sindicatos del grupo Falabella Sindicato Nacional de Trabajadores de Sodimac - Maestro ,sindicato de Falabella, también se mantuvo un espacio de diálogo con los compañeros del Sindicato Sodimac oriente ( Pucallpa)Cómo SINATHIT nuestro agradecimiento a la fundación FRIEDREICH EBERT STIFTUNG por la  invitación que nos permite abordar temas relacionados a nuestro sector..# Juntos por un futuro mejor #",https://www.facebook.com/1591611661105759/posts/1039295171529355,Photo,128,94,34,0
120,2024-08-21 12:33:14,Latina Noticias,"Por qué hoy, 21 de agosto, Plaza Vea cerrará sus tiendas a nivel nacional",https://www.facebook.com/184116604950729/posts/963668322461112,Status,980,667,22,291
121,2024-08-21 15:23:42,Chincha En La Noticia,"¡𝗣𝗹𝗮𝘇𝗮 𝘃𝗲𝗮 𝗱𝗲 #𝗖𝗵𝗶𝗻𝗰𝗵𝗮, 𝗰𝗶𝗲𝗿𝗿𝗮 𝘀𝘂𝘀 𝗽𝘂𝗲𝗿𝘁𝗮𝘀 𝗵𝗼𝘆 𝗺𝗶𝗲́𝗿𝗰𝗼𝗹𝗲𝘀 𝗱𝗲𝘀𝗱𝗲 𝗹𝗮𝘀 𝟴:𝟯𝟬𝗽𝗺!Plaza Vea anunció que sus tiendas en todo Perú cerrarán a las 20:30 horas, en lugar de las 22:00, el próximo 21 de agosto. La modificación en el horario responde a un evento interno, según informó el supermercado a través de un comunicado en su página de Facebook.“Les sugerimos planificar sus compras y recojo de pedidos online con anticipación”, señala el pronunciamiento. “Agradecemos su comprensión y los esperamos al día siguiente en nuestro horario habitual”, agregan.",https://www.facebook.com/495588073785855/posts/1027452075490525,Photo,208,165,21,22
122,2024-08-26 07:00:00,Diario El Comercio (Perú),El adiós a una era.  Supermercado Metro UNI ofrece a su público llamativos descuentos en decenas de productos a pocas horas de su cierre definitivo.,https://www.facebook.com/71263708835/posts/930575582430720,Link,612,501,49,62
123,2024-08-28 22:00:17,Limatopías,"TRABAJADORES Y CLIENTES SE DESPIDIERON ENTRE APLAUSOS DE METRO UNI: ""SE FUE NUESTRA INFANCIA"" Adiós, vaquero. El supermercado Metro UNI, ubicado en la avenida Túpac Amaru, en el distrito del Rímac, cerró definitivamente sus puertas el pasado martes 27 de agosto, generando una profunda conmoción entre los residentes de la zona y los estudiantes de la Universidad Nacional de Ingeniería (UNI), quienes frecuentaban este emblemático establecimiento. Durante más de 25 años, Metro UNI fue un punto de encuentro y abastecimiento para miles de personas, convirtiéndose en parte esencial de la comunidad. El cierre del local se vivió con gran emotividad. Decenas de clientes ingresaron por última vez al supermercado para recorrer los pasillos que, en su mayoría, ya se encontraban vacíos. El ambiente era nostálgico y lleno de recuerdos, mientras los visitantes realizaban sus últimas compras. En las cajas, en lugar de la habitual actividad, se escucharon aplausos dedicados a los trabajadores, quienes, visiblemente emocionados, agradecieron el gesto. Al finalizar, el personal procedió con el cierre de las puertas, momento en el que muchas personas no pudieron contener las lágrimas.En un gesto de despedida, la empresa colocó un mural donde se invitaba a los clientes a dejar sus mensajes y recuerdos. Este mural rápidamente se llenó de palabras de agradecimiento y anécdotas que reflejaban los años compartidos en Metro UNI.""Gracias por todo Metro UNI"", fue una de las frases más recurrentes, escrita por quienes se acercaron con plumones para dejar su huella en la historia del supermercado. La iniciativa permitió que los clientes plasmaran su cariño y su pena por la despedida de un lugar que marcó sus vidas.Vía La República",https://www.facebook.com/1407458806201242/posts/917831793719056,Photo,1751,1573,107,71
124,2024-08-30 20:52:02,Diario El Popular,Ripley anuncia el cierre definitivo de dos tiendas en Perú: ¿Cuáles son y desde cuándo?https://buff.ly/3ALzmGb,https://www.facebook.com/136575266391957/posts/931013099066705,Status,184,143,6,35
125,2024-08-30 22:22:44,Chiclayo Ahora,"| ROBAN EQUIPOS POR S/. 15 MIL SOLES A ARQUITECTA, EN ESTACIONAMIENTO DE SODIMAC Una arquitecta fue víctima del robo de sofisticados equipos por un valor de S/.15 mil soles, increíblemente en estacionamiento del centro comercial Sodimac de la Urb. Patazca. La profesional estacionó su vehículo en la explanada de Sodimac, y mientras adquiría algunos productos, delincuentes violentaron su unidad para cargar con una laptop gamer, un iPad Air 2024, un Apple Pencil, disco duro y demás equipos de alto valor. Las cámaras de seguridad habrían registrado a los ladrones.",https://www.facebook.com/105229925761695/posts/491365100488520,Native Video,295,246,40,9
126,2024-08-31 13:18:45,La República,Ripley anuncia el cierre de dos importantes tiendas en Perú: ¿cuáles son las sedes y cuál es la razón? https://bit.ly/4g7fgX5,https://www.facebook.com/94604237016/posts/943017847857199,Status,347,237,4,106
127,2024-08-31 21:17:41,Trome,"¡TODOS SE VAN!La popular cadena de tiendas anunció el cierre de dos de sus locales, uno de ellos en un histórico edificio de Lima, donde operó por más de 10 años.",https://www.facebook.com/102734169764795/posts/926611982835237,Link,408,324,12,72
128,2024-09-01 23:31:48,Perú21,Ripley cierra dos tiendas en Lima y Piura por reestructuración comercial ¿Cuáles son los locales que la empresa decidió cerrar y por qué? En esta nota te lo contamos,https://www.facebook.com/50842855867/posts/916792920475635,Link,315,270,21,24
129,2024-09-03 14:16:28,Latina Noticias,Ripley cierra dos tiendas icónicas en Perú: ¿cuáles son y por qué?,https://www.facebook.com/184116604950729/posts/974214788073132,Status,571,377,13,181
130,2024-09-04 03:31:15,RPP Noticias,"Un adolescente de 14 años denunció que fue acosado sexualmente por un hombre en el interior de los servicios higiénicos del Centro Comercial Real Plaza, situado en la avenida La Cultura, en la ciudad del Cusco.",https://www.facebook.com/32813056753/posts/563395326016532,Link,100,90,7,3
131,2024-09-04 16:54:20,RPP Noticias,"La popular tienda por departamento Ripley anunció el cierre de dos de sus locales, uno en Lima y el otro en Piura. Desde finales de junio, la empresa de origen chileno emprendió un plan de restructuración, que apunta a mejorar su desempeño financiero.  Una de las tiendas cerradas es la de Jirón de la Unión, en Cercado de Lima, cuya edificación también es recordada como el antiguo Palais Concert. La otra tienda estaba ubicada en el centro comercial Plaza del Sol en la ciudad de Piura. Ambos locales representaban un porcentaje menor de la venta de retail en el país. Más información aquí: https://acortar.link/Je3RpE",https://www.facebook.com/32813056753/posts/563790939310304,Photo,2500,2072,107,321
132,2024-09-05 11:26:17,ABCNorte,"#ABCNorte#LoÚltimo: Agentes del área de robos de la División de Investigación Criminal de Chiclayo capturaron a presuntos integrantes de la banda criminal denominada al ""marcaje"" con asalto y robo a mano armada.Las acciones policiales se desarrollaron en la varios puntos de la ciudad de Chiclayo, entre los detenidos figuran sujetos con un amplio prontuario delictivos.En el caso de Caleb Vásquez Irigoin ha sido detenido en inmediaciones del centro comercial Real Plaza de Chiclayo.Las acciones policiales se desarrollaron con una medida de detención preliminar otorgada por el Juzgado de Investigación Preparatoria de Chiclayo#ABCNorte",https://www.facebook.com/111344378230880/posts/506031245514859,Photo,100,96,4,0
133,2024-09-05 12:38:26,La Voz de Piura,"#LaVozDePiura TRÁGICO ACCIDENTE EN SULLANA: Un fallecido en el Ovalo frente a Promart Un accidente de tránsito en el Ovalo frente a Promart, que une la Panamericana Piura-Tambogrande, en Sullana, ha dejado un saldo fatal. Según los primeros reportes, una persona de sexo masculino conducía una motocicleta con placa 8268 4P cuando perdió el control de su unidad y falleció en el acto.El cuerpo de la víctima aún se encuentra en el lugar del accidente, mientras que las autoridades trabajan para esclarecer las circunstancias del trágico suceso.La investigación está en curso y se espera que se revelen más detalles pronto.",https://www.facebook.com/109946440379608/posts/812819651014421,Photo,238,183,51,4
134,2024-09-05 14:01:35,El Chilalo Noticias,"ADULTO MAYOR ES LA VÍCTIMA DE ACCIDENTE EN SULLANAAlfredo Castillo Palacios de 79 años es la víctima mortal del accidente en el óvalo de ingreso a #Sullana, a la altura de la tienda Promart.El adulto mayor habría perdido el control de la motocicleta de placa 8268 4P y cayó pesadamente sobre el pavimento.",https://www.facebook.com/163059720503952/posts/553871606975466,Photo,359,315,32,12
135,2024-09-06 13:52:11,Limatopías,"¿QUÉ HABRÁ EN LUGAR DEL METRO UNI? UNI CONSTRUIRÁ CENTRO DE INVESTIGACIÓN El supermercado Metro UNI, ubicado en la avenida Túpac Amaru, cerró sus puertas tras la finalización del contrato de arrendamiento con la Universidad Nacional de Ingeniería. Según Perú Retail, el consejo universitario, en su sesión del 2 de agosto de 2023, decidió no renovar el acuerdo, con el fin de recuperar el terreno para destinarlo a nuevos proyectos.Inaugurado en 1999, este fue uno de los primeros establecimientos comerciales en la zona, lo cual impulsó el crecimiento económico en los distritos del norte de Lima y lo convirtió en una parte esencial de la vida diaria de estudiantes y residentes locales.El terreno donde antes operaba el Metro UNI, será convertido en un moderno centro académico y de investigación, gracias a un ambicioso proyecto liderado por la Universidad Nacional de Ingeniería (UNI) en asociación con Proinversión. Este convenio estratégico, firmado recientemente, brindará el asesoramiento técnico necesario para optimizar el uso de los recursos universitarios sin depender de financiamiento externo.De acuerdo con la información proporcionada por la UNI, el plan incluye el asesoramiento técnico de Proinversión para llevar a cabo proyectos que faciliten la transformación de los activos de la universidad en laboratorios, institutos y espacios de innovación. Entre las principales iniciativas están la futura Escuela de Postgrado de la UNI y el Centro Universitario de Desarrollo Empresarial y Comercial (CUDEC).Vía La República",https://www.facebook.com/1407458806201242/posts/923814133120822,Photo,709,637,48,24
136,2024-09-07 16:01:21,N60 Noticias,"#N60Noticias|| ASALTAN Y ROBAN MOTO FRENTE AL MALL PLAZAAproximadamente a las 9 p.m. del pasado viernes, dos delincuentes armados asaltaron a un ciudadano y le robaron su moto a las afueras del Mall Plaza, frente a la tienda Saga Fallabella. Delincuentes rastrillaron su arma y la víctima bajó del vehículo. El afectado exhortó a la población tener cuidado en la zona, pues los delincuentes parecerían actuar bajo el mismo modus operandi. Si existe alguna información al respecto de la moto se pueden contactar con el número 949874673.",https://www.facebook.com/271385249897782/posts/1097540125281328,Photo,242,195,31,16
137,2024-09-10 21:43:29,N60 Noticias,#N60Noticias| Demanda millonaria la hizo el Mall Plaza contra la Municipalidad de Trujillo en forma solidaria por clausura ocurrida en 2023 por orden del prófugo Arturo Fernández. Más detalles aquí: https://acortar.link/C3nwXi,https://www.facebook.com/271385249897782/posts/1099908271711180,Photo,162,116,4,42
138,2024-09-12 21:09:58,Prensa Chalaca,"#AlertaPch | ABUELITO RESULTA HERIDO TRAS SER ATROPELLADO FRENTE A PLAZA VEA DEL CALLAOAl promediar las 3:30 de la tarde de este jueves, vecinos reportaron que un adulto mayor fue atropellado por un vehículo al frente del Plaza Vea ubicado en la avenida Sáenz Peña, en el Callao.  De acuerdo con las imágenes, se puede observar al anciano tendido en el piso, con sangre en la cabeza y que fue auxiliado por las personas que se desplazaban en ese momento por el punto.Según los testigos, el abuelito que viste un pantalón negro y una polera ploma, habría sido trasladado al hospital Carrión por el mismo vehículo que lo arrolló. Asimismo, indicaron que se encontraba solo cuando ocurrió el hecho.#Callao #Bellavista #LaPunta #Ventanilla #CarmenDeLaLegua #LaPerla #MiPerú",https://www.facebook.com/121772691346963/posts/824359623191768,Native Video,364,320,23,21
139,2024-09-15 12:44:38,Latina Noticias,Ripley cierra dos tiendas importantes en Perú: por qué y cuáles son,https://www.facebook.com/184116604950729/posts/983634140464530,Status,224,152,5,67
140,2024-09-16 19:00:15,Ozono Televisión,"Dos delincuentes roban S/30 mil a policía en exteriores de centro comercial de TrujilloAsalto se registró en la avenida América Oeste. Uno de los criminales, le disparó al efectivo.El agente PNP, Elvis V.T., de 22 años, fue atacado por dos delincuentes armados. Los asaltantes lograron llevarse una mochila que contenía 30 mil soles, dinero que el joven agente había retirado momentos antes de una agencia del Banco de Crédito del Perú (BCP) en el centro comercial, ubicado en el Mall Plaza Trujillo.El agente, que se encontraba vestido de civil, esperaba su transporte en las inmediaciones de la avenida América Oeste en dirección al óvalo Mochica, cuando fue sorprendido por los delincuentes, quienes llegaron en una motocicleta. Uno de los criminales descendió y, apuntándole con un arma de fuego, le exigió entregar la mochila con el dinero.Elvis intentó resistirse al robo, lo que provocó que el delincuente disparara, impactando en su pantorrilla derecha. Afortunadamente, el disparo solo rozó al agente, evitando una lesión más grave. Tras el disparo, los asaltantes huyeron rápidamente del lugar con el dinero.",https://www.facebook.com/154872264544597/posts/915824733908475,Photo,662,518,31,113
141,2024-09-17 22:14:12,CGTP Perú,"𝗖𝗚𝗧𝗣 𝗿𝗲𝗰𝗵𝗮𝘇𝗮 𝘁𝗲𝗿𝗰𝗲𝗿𝗶𝘇𝗮𝗰𝗶𝗼́𝗻 𝗺𝗮𝘀𝗶𝘃𝗮 𝗲𝗻 𝗤𝘂𝗶́𝗺𝗶𝗰𝗮 𝗦𝘂𝗶𝘇𝗮La Confederación General de Trabajadores del Perú (CGTP) condena enérgicamente la política de tercerización implementada por Química Suiza SAC, que afecta a más de 900 trabajadores a nivel nacional. Los trabajadores afiliados al Sindicato Nacional de Trabajo del Grupo Económico Inretail Pharma (Sinagrupha – Intercorp) han resistido a esta imposición, logrando mantener su vinculo laboral, sin embargo, quienes no se sindicalizaron han sido víctimas de las presiones para desvincularse laboralmente de la empresa, suscribiendo nuevo contrato – sin derechos adquiridos- con la tercerizadora ADECCO. Química Suiza ha determinado la reubicación de los trabajadores que se negaron a la tercerización a otras instalaciones en el distrito de Punta Hermosa, enfrentando mayores tiempos de desplazamiento y riesgos de seguridad e integridad física, ya que ante la ausencia de puentes peatonales cercanos a la zona deben cruzar la Av. Panamericana sin las garantías debidas. Los trabajadores denuncian que similares practicas antilaborales son comunes en empresas del Grupo Intercorp (Farmacias Peruanas, Oeschle, Promart y UTP), trayendo en todos los casos la vulneración de derechos. La CGTP se solidariza con los trabajadores afectados y el SINAGRUPHA-INTERCORP, exigiendo el cese inmediato de estas acciones antisindicales y precarizantes, que atentan contra la estabilidad laboral y los derechos adquiridos.",https://www.facebook.com/1669558299938115/posts/848572994035075,Photo,355,126,214,15
142,2024-09-20 13:30:06,Wapa.pe,#FotoNoticia | ¡MOMENTO INTENSO! La madre de familia nunca imaginó lo que pasaría.   En esta nota te contamos todos los detalles https://wapa.pe/ocio/virales/2023/12/05/mujer-va-compras-plaza-vea-pero-su-hija-rompe-tv-exhibicion-su-reaccion-deja-en-shock-todo-tiktok-video-viral-59225,https://www.facebook.com/351870171497926/posts/966644402173938,Photo,366,304,20,42
143,2024-09-25 15:38:50,Exitosa Arequipa,"#ExitosaArequipa | ¡Urgente! Un varón cayó al río Chili en el Cercado de Arequipa, a la altura de Plaza Vea. Al lugar se dirige personal de rescate para auxiliar al varón.#ExitosaPerú  | La voz que integra al PerúSintonízanos  104.9 FM Contáctanos  244545 – 231698WhatsApp  934 56 6464",https://www.facebook.com/211858609215212/posts/977411874424779,Photo,714,532,110,72
144,2024-09-26 23:23:44,Diario El Popular,#LOÚLTIMO |  Los presuntos delincuentes estaban preparados para asaltar una importante agencia bancaria dentro del centro comercial Plaza Norte.,https://www.facebook.com/136575266391957/posts/950778843756797,Link,607,508,19,80
145,2024-09-28 21:18:27,Chimbote Infórmate - Noticias,", CAMARAS CAPTAN VIOLENTO CHOQUE OCASIONADO POR SUJETO EN APARENTE ESTADO DE EBRIEDAD INTERVENIDO POR LOS SERENOS El irresponsable conductor, quien aún no es identificado, fue atrapado por serenos en el sector de Los Portales cuando intentaba escaparse en el automóvil de placa F2A-132, con el mismo que había causado dos accidentes automovilísticos.Primero chocó su unidad vehicular contra un automóvil de placa H1Z-285 que se encontraba estacionado en la Avenida Pacífico frente al supermercado Metro, dentro del vehículo estacionado se encontraba una ciudadana que resultó herida. Posteriormente chocó una mototaxi que se encontraba estacionada en exteriores de la Iglesia Adventista del Séptimo Día, mientras el dueño realizaba actividades religiosas.Finalmente el caso fue puesto a disposición de la comisaría de Buenos Aires y el sujeto trasladado para las diligencias del caso.",https://www.facebook.com/2135645910041828/posts/993194002817391,Native Video,515,458,43,14
146,2024-10-02 15:19:05,Sindicato Ripley PERÚ - Sutragrisa Renace,Plantón de protesta RIPLEY HUANCAYO ¡¡¡ NO MAS ABUSOS !!!,https://www.facebook.com/379967059015012/posts/1702545567231325,Live Video,154,93,21,40
147,2024-10-03 22:49:54,Sindicato Ripley PERÚ - Sutragrisa Renace,Informamos a todos los afiliados que el día 2 de Octubre tuvimos un plantón desde el frontis del Centro comercial Real Plaza Huancayo donde se ubica TIENDA RIPLEY HUANCAYO . A raíz del plantón que realizamos a RIPLEY HUANCAYO por las malas prácticas anti laborales y sindicales EXITOSA HUANCAYO se pronunció al respecto en una entrevista en vivo a nuestro Secretario General adjunto HUGO VISOSA SENADOR. Denunciamos abiertamente el maltrato que se viene dando a nuestros compañeros afiliados.SEGUIMOS TRABAJANDO POR LAS MEJORAS Y EL RESPETO A NUESTROS DERECHOS LABORALES.HUANCAYO EN PIE DE LUCHA,https://www.facebook.com/379967059015012/posts/995759519264699,Native Video,147,76,49,22
148,2024-10-08 04:35:17,CANAL 29 - Red Digital ICA,"#Ica     Alerta transportistas!Un gran forado se presenta en éstos momentos en la última cuadra de la Av. Cutervo frontis de la tienda Promart, en la urbanización Divina Maestro.",https://www.facebook.com/228705910941346/posts/1099432201656983,Other,259,194,54,11
149,2024-10-10 04:12:58,Piura Noticias,"| #Piura: DETIENEN A JOVEN POR RECIBIR DINERO DE UNA EXTORSIÓN En una operación coordinada entre el personal de la Sección de Secuestros y Extorsiones de la DIVINCRI y la SECINT PNP #Piura, se logró la detención de Meysi Leticia C. T. (19), alias ""La Yapera"", en el interior del centro comercial Open Plaza.La fémina , está implicada en la presunta comisión del delito contra el patrimonio en la figura jurídica de extorsión. Según las investigaciones preliminares, su cuenta de la billetera digital Yape, con el número 955573725, fue utilizada para recibir un depósito, producto de una extorsión. Los autores intelectuales de la extorsión pertenecerían a la banda criminal ""Los Pulpos"", quienes amenazaron con atentar contra la integridad de la víctima y su familia si no se realizaba el pago.Durante la intervención, a C.T se le incautó un teléfono móvil, dos tarjetas bancarias (BCP e Interbank) y la suma de S/ 400.00. La detenida fue trasladada a las instalaciones de la DIVINCRI PNP Piura para las diligencias correspondientes. El caso ha sido informado a la Fiscalía Provincial Penal Corporativa de Castilla para continuar con las investigaciones.",https://www.facebook.com/798498343622795/posts/979537234191104,Photo,170,126,38,6
150,2024-10-10 21:40:26,N60 Noticias,"#N60Noticias| EMPRESA DEJA TRUJILLO. Chuck E. Cheese se despide de Trujillo luego de 10 años. La sede trujillana de la icónica empresa de California, Estados Unidos, ha anunciado su cierre definitivo debido a problemas económicos en Perú. Su último día en nuestra ciudad será el domingo 3 de noviembre. Gracias ratón Chuck, nuestros niños crecieron junto a ti. Cada vez que veamos sus fotos divirtiéndose en su local del Mall Plaza nos invadirá la nostalgia.",https://www.facebook.com/271385249897782/posts/1124011395967534,Photo,784,664,45,75
151,2024-10-13 00:10:33,Chiclayo noticias,#URGENTEREPORTAN PERSONAS ATRAPADAS EN UNO DE LOS ASCENSORES DEL REAL PLAZA DE CHICLAYOFoto referencial,https://www.facebook.com/252440238977497/posts/881178804193727,Photo,455,396,35,24
152,2024-10-14 11:38:20,Ozono Televisión,#LoÚltimo Delincuentes ingresaron a la farmacia Inkafarma del óvalo Grau. Habrían robado solo medicina.,https://www.facebook.com/154872264544597/posts/937251355099146,Status,598,529,27,42
153,2024-10-17 01:33:20,Sindicato InRetail Pharma,"#ATENCIÓN NUEVA REPOSICIÓN EFECTIVA EN LA EMPRESA Quimica Suiza Le damos la bienvenida a nuestra compañera MARIA SILVA QUISPE, quien se REINCORPORO en audiencia judicial el 03 de octubre del 2024 y de manera efectiva hoy miércoles 16 de octubre del 2024 en la SEDE BSF Almacenes Del Peru - Punta Hermoza. Nuestra compañera estuvo laborando bajo un contrato por INCREMENTO DE ACTIVIDAD que muchas empresas en nuestro país la usan de manera ILEGAL y por ello, el juzgado de Lima Sur ha declarado FUNDADA la demanda de nuestra compañera y son más de 15 trabajadores que se vienen REINCORPORANDO en la empresa QUÍMICA SUIZA SAC.Invitamos a todos los trabajadores del GRUPO INRETAIL PHARMA (QUIMICA SUIZA SAC, BOTICAS IP SAC, MIFARMA SAC, JORSA DE LA SELVA SAC y FARMACIAS PERUANAS SAC) que revisen sus contratos de trabajo porque es muy probable que también sus contratos se encuentren DESNATURALIZADOS y puedan exigir su estabilidad laboral a través de SUNAFIL - OFICIAL o el Poder Judicial del Perú. Además, muchas empresas del Grupo InRetail Pharma vienen siendo sancionadas por #SUNAFIL al identificar trabajadores con contratos Desnaturalizados en las Boticas de #Mifarma #inkafarma Nuestra Organización Sindical sigue luchando para hacer respetar los derechos por las y los trabajadores del GRUPO ECONÓMICO INRETAIL PHARMA.¡HASTA LA VICTORIA, COMPAÑEROS!",https://www.facebook.com/384579195447880/posts/1011590727432065,Photo,190,96,87,7
154,2024-10-17 03:33:51,Giuliana Bustamante,"ESTOS FUJIMORISTA DE M. tienen las horas contadas, a lo único que se  están dedicando es en desatar es el caos, la sosobra, el terror con el único fin de justificar sus leyes que están creando, ahora resulta que han creado la LEY 31980 donde dice que los negocios que se encuentran en el centro de Lima van a desaparecer, es decir, no habrá venta de juguetes, producto de bazar, productos tecnológicos, electrodomésticos, útiles de escritorio, ferretería, entre otros con el fin de beneficiar a las grandes empresas como METRO, MEGAPLAZA y todos los grandes centros comerciales, todos ustedes tienen derechos fundamentales qué están en la constitución y el DERECHO AL TRABAJO, en tal sentido esa LEY ES INCONSTITUCIONAL, lo que deben de hacer todos ustedes es una ACCIÓN DE INCONSTITUCIONAL, con 5MIL FIRMAS FRENAN ESO.Att Giuliana Bustamante999 924 440",https://www.facebook.com/231718030721305/posts/601499275540883,Live Video,322,163,93,66
155,2024-10-21 21:59:02,La Voz de Piura,"#LaVozDePiura Presunto autor de robo a Inkafarma en Chulucanas a prisión preventivaEl Fiscal provincial Hildegardo Navarro Mendoza, de la Fiscalía provincial penal corporativa de Morropón, obtuvo se dicte 07 meses de prisión preventiva a Raúl Enrique Rivas Duque (30) como presunto autor del delito de robo agravado en agravio de 02 trabajadores de Inkafarma y de la misma farmacia.Los hechos materia de investigación habrían sucedido el 28 de abril del año pasado cuando el acusado, en horas de la noche, habría ingresado al local de farmacia Inkafarma ubicado en Jr. Lambayeque de la ciudad de Chulucanas, amenazado con arma de fuego a los vendedores, robado sus equipos celulares y el dinero de las ventas del día. Luego de un trabajo de investigación realizado por personal policial de la Comisaría PNP Chulucanas se pudo dar con la identidad y vivienda del acusado, quien registra varias denuncias por delitos similares. Así también, se obtuvo un informe del Grupo especial contra el crimen organizado (GRECCO) y su apoyo en el allanamiento, registro del domicilio y detención del acusado del acusado realizado el pasado 10 de octubre.El fiscal Hildegardo Navarro presentó entre los principales elementos de convicción que vinculan al investigado con el delito: acta de ocurrencia policial, de denuncia verbal, de verificación de cámaras, de visualización y descripción de video, reporte de casos del Ministerio Público.Raúl Enrique Rivas Duque será ingresado en el penal de Piura desde donde afrontará el proceso que se le sigue, como presunto autor del delito de robo agravado, por el que podría ser condenado a no menos de 12 años.",https://www.facebook.com/109946440379608/posts/845393091090410,Photo,106,93,12,1
156,2024-10-25 23:48:13,HBA Noticias,#Arequipa #LoÚltimo || Accidente de tránsito en la Av. La Marina (altura de Plaza Vea). Vehículo chocó contra muro del río.,https://www.facebook.com/567554139975934/posts/945842640903499,Status,555,495,23,37
157,2024-10-27 23:34:31,Wapa.pe,Inesperado PRODUCTO fue RETIRADO de la VENTA por Falabella: DEVOLVERÁN dinero tras descubrir GRAVE daño a la SALUD,https://www.facebook.com/351870171497926/posts/998046425700402,Status,119,113,3,3
158,2024-10-29 12:02:37,Wapa.pe,"Adiós, Ripley: la reconocida cadena anunció el CIERRE DEFINITIVO de sus tiendas",https://www.facebook.com/351870171497926/posts/999234115581633,Status,329,283,15,31
159,2024-10-31 17:02:38,Chimbote Noticiero Al Día,#EsAhora | Sexagenario salva de morir luego que su vehículo fuera arrastrado por trailer. Hecho ocurrió en horas de la mañana en la panamericana norte frente a Plaza Vea de Nuevo Chimbote,https://www.facebook.com/314839279044787/posts/1132319728896558,Native Video,118,81,23,14
160,2024-11-02 13:12:02,Ventanilla TV,"Terro en SMP: Hombre es asesinado de 15 disparos frente al centro comercial Plaza Norte En horas de la tarde de este viernes 1 de noviembre, un hombre fue asesinado de 15 disparos en el distrito de San Martín de Porres. El ataque ocurrió en el cruce del jirón Savona y la Calle Unión, escasos metros de la av. Tomás Valle y frente al centro comercial Plaza Norte.La víctima ha sido identificada como Richard Moisés Mallqui Escalante, de 32 años de edad. Él se encontraba parado en este cruce cuando es acribillado por un sicario, quien huyó a bordo de una motocicleta. Una modalidad que los delincuentes usan para acabar con la vida de decenas de peruanos en pleno estado de emergencia.La Policía Nacional del Perú (PNP) y el personal de criminalística acudieron rápidamente a la escena para realizar las primeras diligencias y recolectar evidencias que permitan esclarecer los motivos del crimen. Las primeras investigaciones apuntan a que el ataque fue dirigido y ejecutado con precisión, lo que sugiere un posible ajuste de cuentas.",https://www.facebook.com/642416749240223/posts/964715559015803,Photo,134,109,14,11
161,2024-11-04 17:19:27,Ventanilla TV,Inundación en exteriores de Plaza Vea Ventanilla causa caos,https://www.facebook.com/642416749240223/posts/1031373345456308,Live Video,2717,1976,341,400
162,2024-11-05 17:05:13,Hoy Noticias - Puerto Maldonado,En la Av. Fitzcarrald con Ernesto RiveroMIFARMA ES VÍCTIMA DE UN SEGUNDOASALTO EN MENOS DE TRES MESES.,https://www.facebook.com/1377964275860269/posts/1211774347198271,Native Video,131,44,77,10
163,2024-11-07 15:28:36,Latina Noticias,Detonan granada en mercado ubicado al lado de Plaza Norte: explosivo dejó dos heridos,https://www.facebook.com/184116604950729/posts/1029581845869759,Status,429,318,24,87
164,2024-11-07 20:21:20,RPP Noticias,Dos heridos graves tras la detonación de un artefacto explosivo en un mercado al lado de Plaza Norte,https://www.facebook.com/32813056753/posts/611231291232935,Link,268,214,13,41
165,2024-11-11 22:27:36,Radio Melodia,"#Arequipa || Cierra definitivamente en Arequipa empresa de juegos y comida para niños en mall de PorongocheUna empresa de juegos de maquinitas y comida para niños del ratón Chucke Cheese que funciona en el mall Aventura de Porongoche cerrara definitivamente en Arequipa, y no es que la empresa quebró, más bien se conoció que la empresa no habría llegado a un acuerdo de renovación de contrato con la administración del mall, y debe cerrarEsta empresa americana que funciona como una franquicia en el Perú, cuyo primer inicio fue el 17 de mayo de 1977 en San José, California. Como primer restaurante de su tipo para niños y familias que ofrecía pizza, entretenimiento animatrónicoLa empresa de juegos ya no funcionara en Arequipa ya que en una semana cerrara definitivamente sus operaciones en Arequipa.",https://www.facebook.com/437315236714659/posts/1093282506136286,Photo,952,761,84,107
